householdid,settlement,kkcode,primaryinterviewer,secondaryinterviewer,fieldcoordinator,yearmonitoring,interviewdate,interviewstart,interviewend,interviewlength,surveyversionnumber,usualfish,householdsize,yearsresident,primarymarketname,secondarymarketname,timemarket,timesecondarymarket,paternalethnicity,maternalethnicity,religion,primarylivelihood,primarylivelihoodyear,secondarylivelihood,secondarylivelihoodyear,tertiarylivelihood,tertiarylivelihoodyear,freqfishtime,freqsalefish,percentincomefish,freqeatfish,percentproteinfish,majorfishtechnique,primaryfishtechnique,secondaryfishtechnique,tertiaryfishtechnique,lessproductivedaysfishing,poorcatch,poorcatchunits,poorcatchunitscategory,poorfishincome,poorfishincomeunits,moreproductivedaysfishing,goodcatch,goodcatchunits,goodcatchunitscategory,goodfishincome,goodfishincomeunits,economicstatustrend,economicstatusreasonl,economicstatusreason,economicadjustreasonl,economicadjustreason,assetcar,assetcarobtain,assetcaryear,assetcarassistance,assetcarassistanceother,assettruck,assettruckobtain,assettruckyear,assettruckassistance,assettruckassistanceother,assetcartruck,assetbicycle,assetbicycleobtain,assetbicycleyear,assetbicycleassistance,assetbicycleassistanceother,assetmotorcycle,assetmotorcycleobtain,assetmotorcycleyear,assetmotorcycleassistance,assetmotorcycleassistanceother,assetboatnomotor,assetboatnomotorobtain,assetboatnomotoryear,assetboatnomotorassistance,assetboatnomotorassistanceother,assetboatoutboard,assetboatoutboardobtain,assetboatoutboardyear,assetboatoutboardassistance,assetboatoutboardassistanceother,assetboatinboard,assetboatinboardobtain,assetboatinboardyear,assetboatinboardassistance,assetboatinboardassistanceother,assetlandlinephone,assetlandlinephoneobtain,assetlandlinephoneyear,assetlandlinephoneassistance,assetlandlinephoneassistanceother,assetcellphone,assetcellphoneobtain,assetcellphoneyear,assetcellphoneassistance,assetcellphoneassistanceother,assetphonecombined,assettv,assettvobtain,assettvyear,assettvassistance,assettvassistanceother,assetradio,assetradioobtain,assetradioyear,assetradioassistance,assetradioassistanceother,assetstereo,assetstereoobtain,assetstereoyear,assetstereoassistance,assetstereoassistanceother,assetcd,assetcdobtain,assetcdyear,assetcdassistance,assetcdassistanceother,assetdvd,assetdvdobtain,assetdvdyear,assetdvdassistance,assetdvdassistanceother,assetentertain,assetsatellite,assetsatelliteobtain,assetsatelliteyear,assetsatelliteassistance,assetsatelliteassistanceother,assetgenerator,assetgeneratorobtain,assetgeneratoryear,assetgeneratorassistance,assetgeneratorassistanceother,cookingfuel,householddeath,householdbirth,fsnotenough,fsdidnotlast,fsbalanceddiet,fsadultskip,fsfreqadultskip,fseatless,fshungry,fschildportion,fslowcostfood,fschildskip,fsfreqchildskip,fsnomealchild,rightsaccess,rightsharvest,rightsmanage,rightsexclude,rightstransfer,socialconflict,marinegroup,numbermarinegroup,othergroup,numberothergroup,votedistrict,votenational,numlocalthreat,numglobalthreat,numlocalaction,numglobalaction,placehappy,placefavourite,placemiss,placebest,placefishhere,placebemyself,primarylivelihoodcovid,secondarylivelihoodcovid,tertiarylivelihoodcovid,freqfishtimecovid,freqsalefishcovid,percentincomefishcovid,freqeatfishcovid,percentproteinfishcovid,majorfishtechniquecovid,poorfishincomecovid,goodfishincomecovid,fsnotenoughcovid,fsdidnotlastcovid,fsbalanceddietcovid,fseatlesscovid,fshungrycovid,fschildportioncovid,fslowcostfoodcovid,fsfreqchildskipcovid,fsnomealchildcovid,marinegroupcovid,othergroupcovid,anyotherinfo,willingparticipant,notes,dataentrycomplete,datacheckcomplete,dataentryid,datacheckid,worstdaycatch,worstdaycatchunits,bestdaycatch,bestdaycatchunits,averageincome,averageincomeunits,worstincome,worstincomeunits,bestincome,bestincomeunits,entrycomputeridentifier,entryhouseholdid,pilotreferencecode,baseline_t2_pairs
11176,248,259,112,119,120,2019,9/10/2019,8:45,9:01,0:16,8,BUKAN NELAYAN,,32,PASAR SENTRAL,998,1,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,PENGHASILAN SEDIKIT BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,1,2,1,1,997,3,1,2,2,997,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,79,,
11177,248,264,115,117,120,2019,9/10/2019,9:51,10:04,0:13,8,TIDAK ADA,,46,SENTRAL,TIDAK ADA,0.5,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,3,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,KARNA TIDAK ADA PEKERJAAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,1,0,2,3,2,0,998,0,0,0,3,0,998,3,997,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,89,,
11178,248,266,119,112,120,2019,9/10/2019,10:21,10:34,0:13,8,BUKAN NELAYAN,,30,PASAR SENTRAL,998,1,998,BUTON,BUTON,2,1,993,996,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,HASIL DARI PENJUALAN TIDAK MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,1,0,2,0,998,3,997,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,83,,
11179,248,273,117,115,120,2019,9/10/2019,9:16,9:33,0:17,8,TIDAK ADA,,46,PASAR SENTREAL,TIDAK ADA,0.5,998,BUTON,BUTON,2,1,993,996,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN HANYA BUAT KEBUTUHAN SEHARI HARI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,2,0,998,3,997,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,3,4,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,115,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,88,,
11180,248,288,112,119,120,2019,9/10/2019,9:55,10:08,0:13,8,BUKAN NELAYAN,,38,PASAR SENTRAL,998,1,998,BUTON,BUTON,2,1,993,996,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PENGHASILAN TETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,1,2,1,0,0,2,0,998,3,997,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,0,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,82,,
11181,248,290,112,119,120,2019,9/10/2019,8:06,8:34,0:28,8,PERAIARAN LONGA,,39,PASAR SENTRALN,PASAR PAGI WANCI,0.5,0.5,BUTON,BUTON,2,1,993,3,993,998,993,4,4,3,5,4,1,1,998,998,6,1,996,996,100000,IDR,72,1,996,996,500000,IDR,4,PENGHASILAN SAMPINGAN DARI PICK UP,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,1,0,998,3,997,1,0,0,0,4,1,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,78,,
11182,248,321,116,117,120,2019,9/10/2019,10:40,11:00,0:20,8,TIDAK ADA,,20,SENTRAL,TIDAK ADA,0.5,998,MAKASSAR,MAKASSAR,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,TERGANTUNG DARI PEMESANAN KURSI,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,3,1,0,998,0,0,0,3,0,998,3,997,997,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,3,3,997,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,91,,
11183,248,336,112,119,120,2019,9/10/2019,9:15,9:30,0:15,8,BUKAN NELAYAN,,30,PASAR SENTRAL,998,0.5,998,MUNA,MUNA,2,996,993,1,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,1,KURANG PENGHASILAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,3,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,2,0,998,3,997,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,80,,
11184,248,343,116,117,120,2019,9/10/2019,14:26,14:37,0:11,8,TIDAK ADA,,22,SENTRAL,998,0.5,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN HANYA UNTUK MAKAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,2,0,998,997,997,997,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,2,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,94,,
11185,249,4,110,114,90,2019,9/10/2019,10:24,11:08,0:44,8,LAUT BANDA,,24,PASAR SENTRAL,TIDAK ADA,0.75,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,4,1,1,998,998,90,3,ekor,4,72000,IDR,270,10,ekor,4,135000,IDR,3,KARENA KURANGNYA HASIL TANGKAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,1,2,2,2,0,998,0,0,0,2,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,3,3,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,64,,
11186,249,44,113,118,90,2019,9/10/2019,10:20,10:38,0:18,8,LAUT SOUSU,,32,PASAR SENTRAL WANGI-WANGI,PASAR MALAM,1,1.333,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA  MENDAPAT REZEKI,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,3,0,998,3,998,998,998,998,998,998,0,,0,,1,1,1,0,1,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,73,,
11187,249,52,113,118,90,2019,9/10/2019,13:25,13:43,0:18,8,TIDAK ADA,,40,PASAR SENTRAL,TIDAK ADA,1,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,3,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,HANYA TINGGAL SEORANG DIRI TANPA SEORANG SUAMI YANG BANTU MENAFKAHI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,1,0,998,0,0,0,3,0,998,3,998,998,998,998,998,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,76,,
11188,249,71,113,118,90,2019,9/10/2019,12:14,12:42,0:28,8,LAUT MATAHORA,,2,PASAR SENTRAL,TIDAK ADA,1,998,BUTON,BUTON,2,7,993,3,993,998,993,4,4,2,5,2,1,5,1,998,76,2,tali,1,20000,IDR,260,2,ekor,4,50000,IDR,4,KARENA SERING MENGIRIT,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,3,0,998,0,0,0,3,0,998,3,1,0,0,0,0,998,0,,0,,1,1,1,0,1,0,4,4,3,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,74,,
11189,249,88,114,110,90,2019,9/10/2019,9:08,9:24,0:16,8,TIDAK ADA,,40,PASAR SENTRAL,TIDAK ADA,1,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA SEKARANG BIAYA HIDUP ANAK-ANAK YANG KASI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,1,0,998,0,0,0,998,998,998,998,1,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,61,,
11190,249,95,113,118,90,2019,9/10/2019,12:48,13:09,0:21,8,LAUT MATAHORA,,60,PASAR SENTRAL,TIDAK ADA,0.667,998,BUTON,BUTON,2,998,993,7,993,998,993,3,998,994,5,4,1,1,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,"TIDAK BERUBAH DALAM ARTI HIDUP PAS -PASAN, TIDAK PERNAH MENGELUH DAN TIDAK PERNAH BERTENGKAR DGN ISTERI",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,1,993,993,993,993,3,1,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,3,0,998,3,0,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,75,,
11191,249,107,118,113,90,2019,9/10/2019,9:24,9:51,0:27,8,PERAIRAN KALEDUPA,,40,SENTRAL WANGI-WANGI,TIDAK ADA,0.5,998,BUTON,BUTON,2,3,993,7,993,996,993,5,5,4,5,3,998,998,998,998,90,2,996,996,200000,IDR,270,4,996,996,3000000,IDR,3,KARENA MASIH ADA TANGGUNGAN MEMBIYAI ANAK KULIAH SEHINGHA TIDAK ADA LEBIH TABUNGAN,,993,993,1,993,993,993,993,1,993,993,993,993,2,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,1,993,993,993,993,1,993,993,993,993,4,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,3,4,3,2,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,71,,
11192,249,154,114,110,90,2019,9/10/2019,9:32,9:45,0:13,8,TIDAK ADA,,28,PASAR SETRAL,TIDAK ADA,1,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,BERKURANGNYA HASIL TANIAN SEHINGGA PENDAPATAN TIDAK MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,1,0,998,0,0,0,998,998,998,998,0,0,0,0,0,998,0,,0,,1,1,1,0,1,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,62,,
11193,249,165,118,113,90,2019,9/10/2019,9:56,10:11,0:15,8,TIDAK ADA,,24,SENTRAL WANGI-WANGI,PASAR PAGI,0.167,0.25,BUTON,BUTON,2,7,993,998,993,998,993,1,998,994,1,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA SELALU ADA REJEKI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,2,0,998,0,0,0,3,0,998,3,998,998,998,998,998,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,72,,
11194,249,168,110,114,90,2019,9/10/2019,9:57,10:14,0:17,8,KULI BANGUNAN,,24,PASAR SENTRAL,TIDAK ADA,0.5,998,BUTON,BUTON,2,996,993,996,993,998,993,1,998,994,4,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,KARENA KURANG REJEKI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,1,2,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,0,,0,,1,1,1,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,SETIAP MUSIM TIMUR BANYAK SAMPAH YANG TERBAWA ARUS KE PESISIR LAUT DISINI,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,63,,
11195,249,242,118,113,90,2019,9/10/2019,8:00,8:29,0:29,8,TIDAK ADA,,55,PASAR SENTRAL WANGI-WANGI,TIDAK ADA,0.5,998,BUTON,BUTON,2,1,993,998,993,998,993,5,998,994,5,4,1,1,7,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA TIDAK TERLALU BANYAK TANGGUNGAN DALAM KELUARGA SEMUA ANAK-ANAK SUDAH MENIKAH DAN MEMILIKI RUMAH SENDIRI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,1,993,993,993,993,3,0,0,3,3,1,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,2,1,1,1,5,997,4,2,2,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,"TERKAIT TATA CARA PENYUBURAN TANAMAN, MEMBAHAS SOLUSI UTUK KEGIATAN DEKSTRAKTIF FISHING SEPERTI PEMBOMAM",1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,69,,
11196,249,269,110,114,90,2019,9/10/2019,11:33,11:45,0:12,8,TIDAK TAHU,,70,PASAR SENTRAL,TIDAK ADA,0.75,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,4,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,SAYA SERING DI KASI UANG SAMA ANAK,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,2,1,1,0,998,0,0,0,998,998,998,998,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,65,,
11197,249,284,118,113,90,2019,9/10/2019,8:45,8:59,0:14,8,TIDAK ADA,,27,PASAR SENTRAL WANGI-WANGI,PASAR MARINA,0.5,1,BUTON,BUTON,2,1,993,7,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA SUAMI MEMILIKI PENGHASILAN YANG LEBIH BAIK,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,3,0,998,3,998,998,998,998,998,998,0,,0,,1,1,0,0,0,0,998,998,998,997,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,70,,
